Document_ID,Topic,Text,Top_Keywords
82,22,河北 全力 做好 强降雨 天气 防范 应对 重点 防范 城市 内涝 太行山 燕山 山洪 地质灾害 今年 台风 杜苏芮 已于 上午 福建 登陆 受其 外围 环流 低压 影响 河北省 气象台 预计 日至 河北省 明显 强降雨 过程 据此 河北省 气象 灾害 防御 指挥部 办公室 上午 印发 做好 强降雨 天气 防范 应对 工作 通知 通知 要求 各地 单位 提高 政治 站位 做好 此次 强降雨 防范 应对 工作 当前 第一 要务 全力 做好 各项 应急 准备 工作 切实 保障 人民 群众 生命财产 安全 通知 指出 本次 过程 影响 时间 较长 累积 雨量 伴有 短时 大风 短时 强降水 强对流 天气 致灾 风险 具有 一定 极端 气象 灾害 防御 形势 十分 严峻 台风 杜苏芮 登陆 路径 强度 很大 不确定性 河北省 带来 风雨 影响 比较复杂 各级 气象部门 严密 监测 天气 变化 加密 天气 会商 重点 研判 可能 出现 极端 风雨 灾害 叠加 影响 台风 带来 强降雨 大风 雷电 冰雹 灾害性 天气 尽量 发现 预报 预警 气象 应急 管理 水利 自然资源 住建 部门 加强 风险 会商 研判 重点 做好 城市 内涝 太行山区 燕山 山区 强降雨 引发 山洪 中小 河流 洪水 滑坡 泥石流 灾害 风险 预报 预警 服务 各地 单位 及时 关注 气象部门 发布 最新 天气预报 灾害性 天气 预警 信息 及时 采取 应对 措施 启动 应急 响应 必要 灾害性 天气 预警 信息 采取 停工 停运 停航 停业 停游 应急 措施 住房 城乡建设 部门 做好 城市 内涝 防御 准备 做好 城区 河道 地道 地铁 低洼地 巡查 排查 备齐 排涝 设备 抢险 力量 加强 危房 检查 做好 大风 天气 防范 工作 应急 管理 自然资源 水利 部门 加强 气象部门 会商 研判 做好 山区 山洪 地质灾害 次生 灾害 防范 应对 工作 公安 交通运输 部门 适时 启动 交通管制 通信 供电 供水 供气 单位 全面 排查 各类 安全隐患 确保 人民 群众 生活 平稳 有序 教育部门 加强 学校 放假 期间 校舍 管理 学生 出行 安全 教育 卫生 健康 部门 组织 医疗卫生 应急 队伍 做好 应急 准备 文化 旅游 部门 天气 变化 督促 相关 景区 及时 关闭 海事 部门 组织 船舶 做好 防风 防潮 准备 及时 采取 水上 交通管制 防风 防潮 措施 农业 农村 林业 部门 密切 关注 强降雨 大风 天气 设施 农业 林果 畜牧业 带来 不利 影响 各地 单位 高度重视 强降雨 大风 天气 造成 不利 影响 灾害 风险 严格 河北省 重大 气象 灾害 应急 预案 暴雨 大风 分灾种 气象 灾害 防御 办法 要求 全面 做好 各项 防范 应对 工作 切实加强 值班 值守 严格执行 小时 值班 领导 带班 制度 通讯员 莉莉 张娜,"安全, 工作, 单位, 预警, 做好"
83,15,依据 水利部 水旱灾害 防御 应急 响应 工作 规程 水利部 针对 北京 天津 河北 山西 山东 河南 省市 启动 洪水 防御 应急 响应 国家 防总 总指挥 水利部 部长 李国英 领导 带队 工作组 分赴 北京 天津 河北 山西 河南 南水北调 中线 沿线 协助 指导 防御 工作,"水利部, 洪水, 防御, 响应, 应急"
84,15,水利部 针对 京津冀 省市 启动 水旱灾害 防御 应急 响应 水利部 消息 水利部 针对 北京 天津 河北 山西 山东 河南 省市 启动 洪水 防御 应急 响应 国家 防总 总指挥 水利部 部长 李国英 领导 带队 工作组 分赴 北京 天津 河北 山西 河南 南水北调 中线 沿线 协助 指导 防御 工作 水利部 针对 京津冀 省市 启动 水旱灾害 防御 应急 响应,"水利部, 洪水, 防御, 响应, 应急"
85,29,杜苏芮 登陆 杜苏芮 登陆 影响 预计 太湖流域 闽江 晋江 九龙江 瓯江 椒江 甬江 长江 中游 鄱阳湖 水系 饶河 信江 沿江 支流 青弋江 阳江 滁河 淮河 中游 干流 支流 涡河 黄河 下游 支流 大汶河 海河 流域 滦河 三河 永定河 大清河 子牙河 辽河 上游 干流 河流 出现 明显 涨水 过程 海河 流域 北运河 永定河 大清河 水系 拒马河 子牙河 水系 滹沱河 滏阳 河等 河流 可能 发生 编号 超警 以上 洪水 暴雨 区内 部分 中小 河流 可能 发生 较大 洪水 依据 水利部 水旱灾害 防御 应急 响应 工作 规程 水利部 针对 北京 天津 河北 河南 山东 山西 省市 启动 洪水 防御 应急 响应,"洪水, 应急, 防御, 工作, 做好"
86,29,汛期 来临 朝阳 卫监 提示 安全 供水 安全 用水 作者 综合 监督科 近日 我市 暴雨 频发 天气形势 复杂多变 汛期 饮用水 水源 水质 造成 污染 洪水 灾害 城市 内涝 自来水 水质 供应 产生 恶化 影响 保证 汛期 生活 饮用水 供应 运行 稳定 保障 人民 群众 用水 安全 确保 平安 度汛 朝阳 卫监 温馨 提醒 生活 饮用水 管理 单位 做好 以下 防汛 工作 加强 环境 设施 维护 确保 管网 运行 稳定 生活 饮用水 管理 单位 汛前 加大 巡查 力度 供水 设施 设备 进行 维护 保养 汛期 做好 日常 管理 维护 工作 北京市 生活 饮用水 卫生 监督 管理条例 落实 以下 饮用水 供水 过程 卫生 要求 保持 供水 设施 周围环境 清洁 有毒 有害 场所 污染源 保持 规定 防护 距离 自备 水源 供水 设施 城镇 公共 供水管 不得 连接 二次 供水 设施 城镇 公共 供水管 不得 直接 连接 供水 设施 与非 饮用水 不得 相通 供水 设施 必须 安全 密闭 必要 卫生防护 设施 供水 设备 应当 卫生 行政部门 规定 期限 清洗 消毒 设备 管网 使用 设备 管网 修复 必须 严格 清洗 消毒 集中式 供水 必须 水质 消毒 设备 饮用水 直接 接触 供水 设备 用品 应当 无毒 无害 不得 污染 水质 直接 从事 供水管 供水 设施 清洗 消毒 卫生 维护 工作 人员 上岗 应当 保持 个人卫生 有碍 水质 卫生 疾病 患者 病原 携带者 不得 直接 从事 供水管 供水 设施 清洗 消毒 卫生 维护 工作 完善 应急 处置 方案 做好 汛期 防范 准备 生活 饮用水 管理 单位 完善 各项 应急 预案 饮用水 卫生 管理制度 组织 管理人员 开展 应急 培训 演练 落实 防汛 抢险 相关 措施 做好 暴雨 可能 引起 水淹 停电 设施 故障 导致 供水 中断 应急 处置 严防 雨水 渗漏 造成 污染 提前 做好 防范 准备 及时 排除 各类 隐患 严格 落实 水质 检测 提高 实时 监测 力度 我市 生活 饮用水 运行 管理 要求 管理 单位 每年 需对 管理 设备 水质 进行 检测 留存 报告 汛期 务必 加大 水质 自测 频率 确保 饮用水 水质 符合 生活 饮用水 卫生标准 要求 发现 异物 异色 异味 情况 及时处理 必要 时向 所在地 卫生 行政部门 部门 报告 结语 生活 饮用水 卫生 管理 关系 人民 群众 用水 安全 朝阳 卫监 进一步 加强 汛期 生活 饮用水 单位 监督 检查 督促 供水 保障 问题 整改 生活 饮用水 管理 单位 务必 提高 思想认识 深刻 汲取 既往 暴雨 灾害 经验教训 密切 关注 天气形势 变化 做足 各项 防汛 准备 工作 确保 汛期 供水 安全,"洪水, 应急, 防御, 工作, 做好"
87,29,青岛 新闻 超话 水利部 针对 山东 省市 启动 水旱灾害 防御 应急 响应 杜苏芮 登陆 影响 预计 太湖流域 闽江 晋江 九龙江 瓯江 椒江 甬江 长江 中游 鄱阳湖 水系 饶河 信江 沿江 支流 青弋江 阳江 滁河 淮河 中游 干流 支流 涡河 黄河 下游 支流 大汶河 海河 流域 滦河 三河 永定河 大清河 子牙河 辽河 上游 干流 河流 出现 明显 涨水 过程 海河 流域 北运河 永定河 大清河 水系 拒马河 子牙河 水系 滹沱河 滏阳 河等 河流 可能 发生 编号 超警 以上 洪水 暴雨 区内 部分 中小 河流 可能 发生 较大 洪水 依据 水利部 水旱灾害 防御 应急 响应 工作 规程 水利部 针对 北京 天津 河北 山西 山东 河南 省市 启动 洪水 防御 应急 响应 国家 防总 总指挥 水利部 部长 李国英 领导 带队 工作组 分赴 北京 天津 河北 山西 河南 南水北调 中线 沿线 协助 指导 防御 工作 上午 国家 防总 总指挥 水利部 部长 李国英 主持 专题 会商 滚动 研判 台风 杜苏芮 暴雨 洪水 态势 重点 部署 海河 流域 场次 洪水 防御 工作 相关 省市 流域 机构 单位 发出通知 要求 密切 监视 台风 杜苏芮 发展 动态 加强 预报 预警 滚动 会商 研判 科学 调度 大中型 水库 拦洪 错峰 加强 堤防 巡查 防守 滞洪区 运用 准备 高度重视 小型 水库 安全 度汛 中小 河流 洪水 山洪 灾害 防御 工作 确保 人民 群众 生命安全,"洪水, 应急, 防御, 工作, 做好"
88,15,水利部 针对 京津冀 省市 启动 水旱灾害 防御 应急 响应 依据 水利部 水旱灾害 防御 应急 响应 工作 规程 水利部 针对 北京 天津 河北 山西 山东 河南 省市 启动 洪水 防御 应急 响应 国家 防总 总指挥 水利部 部长 李国英 领导 带队 工作组 分赴 北京 天津 河北 山西 河南 南水北调 中线 沿线 协助 指导 防御 工作 央视 新闻 客户端,"水利部, 洪水, 防御, 响应, 应急"
89,5,小车 即将 落入 洪水 一秒 奇迹 发生 一根 电线 将车 回来 四川 泸州 小车 即将 落入 洪水 话音刚落 一秒 奇迹 发生 一根 电线 将车 回来 青豆,"洪水, 暴雨, 台风, 影响, 杜苏芮"
90,29,水利部 闽江 晋江 瓯江 椒江 永定河 河流 可能 发生 编号 超警 以上 洪水 水利部 通报 今年 台风 杜苏 芮于 上午 福建 晋江 沿海 登陆 登陆 时为 强台风 中心 附近 最大 风力 每秒 预计 杜苏芮 小时 公里 左右 速度 向北 偏西 方向 移动 台风 外围 云系 影响 时至 福建 东北部 浙江 东部 南部 地降 大到暴雨 浙江 宁波 台州 丽水 温州 福建 宁德 部分 地区 大暴雨 最大 雨量 浙江 温州 毫米 福建 福州 中房 毫米 浙江 沿海 鳌江 支流 北港 椒江 支流 西江 凫溪南 官河 中小 河流 超警 详情 北京青年报 屈畅,"洪水, 应急, 防御, 工作, 做好"
91,24,文安 着力 打造 京津 雄一 小时 通达 原来 收费 车道 改造 扩宽 通行 能力 提高 一倍 以上 送货 车辆 每日 来往 再也 拥堵 近日 京台 高速 柳河 收费站 一名 货车 司机 告诉 柳河 收费站 进出 文安县 重要 通道 周边 分布 大量 木业 厂家 鲁能 文旅 片区 河北 天环 冷链 大型 企业 改造 收费站 拥堵 情况严重 制约 周边 产业 物流 发展 速度 据悉 津石 高速 与京德 高速 文安县 过境 公里 近两年 先后 建成 通车 原有 京台 高速 形成 两纵 一横 出入口 布局 柳河 收费站 拓宽 改造 工程 文安县 交通部门 实施 津石 高速 孙氏 连接线 加宽 工程 滩里 满城 公路 泊线 冀津界 大修 工程 泊线 中修 工程 国道 中修 工程 采留线 扩建工程 重要 交通 工程 近三年 该县 完成 累计 投资 亿元 公里 建设 任务 公路 通车 里程 达到 公里 路网 密度 达到 公里 平方公里 位居 廊坊市 前列 县域 所有 村街 实现 分钟 高速 京津 雄一 小时 通达 形成 全县 经济 高速 发展 提供 有力 保障 文安县 紧邻 雄安 新区 区位 上西 有雄 安东 文安 优势 明显 两地 交界 地带 村街 河道 密布 交通 尚未 通达 据介绍 国道 新区 文安 省道 国道 至雄 安新 区段 建设工程 完成 洪水 影响 评价 航道 评价 行业 审查 正在 推进 用地 预审 规划 选址 工作 项目 属于 雄安 新区 对外 路网 项目 预计 开工 建设 通车 届时 消除 距离 路难 现状 一条 双向 车道 高标准 公路 从雄 安西 国道 世纪 大道 直通 文安县 文安县 牢牢 把握 借势 京津 服务 雄安 发展 机遇 狠抓 基础设施 建设 加大 投资 力度 积极 融入 京津冀 一体化 交通网络 着力 打造 京津 城市 小时 通达 形成 内外 衔接 城乡 互通 四通八达 交通网络 格局 交通 互联互通 助推 区域 高质量 发展 文安县 交通运输 党组 成员 何振东 未来 路网 规划 文安县 全面 把握 京津冀 协同 发展 机遇 积极开展 轨道交通 融合 战略 研究 协同 发展 战略 合作 框架 协议 加强 天津市 海区 雄安 新区 对接 协调 全力 促进 津雄 城际 过境 文安县 设置 综合 客运 枢纽 向西 接入 雄安 高铁 向东 接入 天津 静海 北站 天津 南站 改变 文安 高铁 客运 现状 来源 廊坊 日报,"停运, 厦门, 福州, 北开, 毫米"
92,5,小车 即将 落入 洪水 一秒 奇迹 发生 一根 电线 将车 回来 四川 泸州 小车 即将 落入 洪水 话音刚落 一秒 奇迹 发生 一根 电线 将车 回来 青豆,"洪水, 暴雨, 台风, 影响, 杜苏芮"
93,33,明天 大雨 今天 晚上 突击 赏荷,"今天, 天气, 台风, 影响, 暴雨"
94,33,今年夏天 雨水 太多,"今天, 天气, 台风, 影响, 暴雨"
95,15,水利部 针对 京津冀 省市 启动 水旱灾害 防御 应急 响应 依据 水利部 水旱灾害 防御 应急 响应 工作 规程 水利部 针对 北京 天津 河北 山西 山东 河南 省市 启动 洪水 防御 应急 响应 国家 防总 总指挥 水利部 部长 李国英 领导 带队 工作组 分赴 北京 天津 河北 山西 河南 南水北调 中线 沿线 协助 指导 防御 工作 央视 新闻 客户端,"水利部, 洪水, 防御, 响应, 应急"
96,29,水利部 闽江 晋江 瓯江 椒江 永定河 河流 可能 发生 编号 超警 以上 洪水 水利部 通报 今年 台风 杜苏 芮于 上午 福建 晋江 沿海 登陆 登陆 时为 强台风 中心 附近 最大 风力 每秒 预计 杜苏芮 小时 公里 左右 速度 向北 偏西 方向 移动 台风 外围 云系 影响 时至 福建 东北部 浙江 东部 南部 地降 大到暴雨 浙江 宁波 台州 丽水 温州 福建 宁德 部分 地区 大暴雨 最大 雨量 浙江 温州 毫米 福建 福州 中房 毫米 浙江 沿海 鳌江 支流 北港 椒江 支流 西江 凫溪南 官河 中小 河流 超警 详情 北京青年报 屈畅 北青 即时,"洪水, 应急, 防御, 工作, 做好"
97,30,公交 老兵 打造 八一 主题 车厢 致敬 可爱 通讯员 温佳莉 今年 中国人民解放军 建军 周年 八一建军节 到来之际 石家庄 公交 集团 车队 驾驶员 退伍 老兵 李永 打造 主题 车厢 寄托 军人 情怀 献礼 八一 致敬 可爱 车厢 内在 妨碍 驾乘 人员 视线 位置 展示 退役军人 服役 退伍 照片 简介 军功章 荣誉证书 军装 物件 图文并茂 图片 承载 故事 物件 彩色 标语 退伍 褪色 退役 退志 展现 退役军人 部队 地方 蜕变 历程 军队 优良作风 光荣传统 了解 主题 车厢 布置 李永曾 一名 海军陆战队 战士 手握 钢枪 保家卫国 长江流域 发生 特大 洪水 灾害 李永随 部队 赶赴 湖北 嘉鱼县 抗洪救灾 抢险 一线 坚守 余天 中央军委 集体 二等功 海军 集体 一等功 服役 期间 获得 个人 三等功 多次 评为 优秀 士兵 优秀 共产党员 退伍 李永入 石家庄 公交 集团 成为 一名 驾驶员 手握 方向盘 保障 乘客 安全 出行 高超 驾驶 技术 优质服务 多次 获得 公交 集团 表彰 上午 主题 公交车 上路 运行 得到 不少 乘客 关注 看到 车内 布置 乘客 先生 曾经 一名 军人 车内 布置 想到 军旅 生涯 一段 难忘 宝贵 回忆 得知 主题 车厢 布置 一名 退伍军人 先生 感慨 一枚 军功章 国家 军人 建功 褒奖 人民 军人 肯定 现在 脱下 军装 换上 工装 成为 服务 乘客 公交 驾驶员 由衷 感到 安心 放心 工作人员 介绍 车队 现有 退役军人 目前 车厢 展示 主要 来源于 驾驶员 李永代少敏 炊事员 白晓宇 修理工 张志辉 机务员 孟硕 青春 飞扬 军营 退伍 使命 责任 绽放 不同 岗位 此次 打造 八一建军节 主题 车厢 乘客 引起 强烈反响 线路 职工 特别是在 广大 退伍军人 职工 引起 共鸣 时刻 提醒 保持 优良作风 市民 提供 安全 便捷 出行 服务,"人员, 防汛, 停止, 及时, 预警"
98,22,针对 媒体报道 敦煌 莫高窟 湿度 飙升 山洪 洞窟 塌方 已经 发生 中国国家文物局 文物古迹 司长 邓超 北京 明确 表示 存在 上述情况 邓超 指出 敦煌 莫高窟 位于 中国 西北 干旱地区 文物 材质 特殊 气候变化 十分 敏感 敦煌研究院 长期 持续 关注 监测 研究 莫高窟 所在区域 气候变化 多年 监测数据 表明 莫高窟 所在区域 年均 降水量 毫米 小雨 中雨 为主 大雨 暴雨 发生 莫高窟 所在区域 气候 整体 干化 趋势 几十年 发生 洞窟 坍塌 现象 具体 气候变化 应对 措施 邓超 介绍 薄顶 洞窟 加固 安装 窟门 保护 工程 全面解决 雨水 渗入 洞窟 问题 减缓 洞窟 内微 环境 外界 气候变化 影响 全方位 监测 及时 掌握 洞窟 温湿度 变化 情况 据此 实施 动态 开放 管理 确保 实现 洞库 内微 环境 长期 处于 安全 阈值 范围 国家文物局 气象部门 密切合作 建立健全 暴雨 洪水 预警 体系 突发 洪水 应急 指挥 平台 提早 获知 气象 变化 数据 有效 预判 突发 天气 及时 采取 应急 预案 防护 措施 中新社 应妮 看看 新闻,"安全, 工作, 单位, 预警, 做好"
